Id	Desc	BattleType	PointType	PointSubType	DataID	PosX	PosZ	FaceDirection	TeamType	AIFirstPointId	PointMode	GroupId
211017	娱乐战场（火烈岛_抢金币）_安全区复活点017	5	11	0	-1	39.7	-55.5	0	-1	-1	0	-1
211018	娱乐战场（火烈岛_抢金币）_安全区复活点018	5	11	0	-1	-100.3	-11.6	0	-1	-1	0	-1
211019	娱乐战场（火烈岛_抢金币）_安全区复活点019	5	11	0	-1	32.6	80.8	0	-1	-1	0	-1
211020	娱乐战场（火烈岛_抢金币）_安全区复活点020	5	11	0	-1	-83.7	-3.3	0	-1	-1	0	-1
211021	娱乐战场（火烈岛_抢金币）_安全区复活点021	5	11	0	-1	28.3	90.2	0	-1	-1	0	-1
211022	娱乐战场（火烈岛_抢金币）_安全区复活点022	5	11	0	-1	60.83	-44.89	0	-1	-1	0	-1
211023	娱乐战场（火烈岛_抢金币）_安全区复活点023	5	11	0	-1	-89.1	63.8	0	-1	-1	0	-1
211024	娱乐战场（火烈岛_抢金币）_安全区复活点024	5	11	0	-1	13.4	86.6	0	-1	-1	0	-1
211025	娱乐战场（火烈岛_抢金币）_安全区复活点025	5	11	0	-1	41.9	65.3	0	-1	-1	0	-1
211026	娱乐战场（火烈岛_抢金币）_安全区复活点026	5	11	0	-1	59.6	-18.19	0	-1	-1	0	-1
211027	娱乐战场（火烈岛_抢金币）_安全区复活点027	5	11	0	-1	40.4	-29.3	0	-1	-1	0	-1
211028	娱乐战场（火烈岛_抢金币）_安全区复活点028	5	11	0	-1	62.1	60.1	0	-1	-1	0	-1
211029	娱乐战场（火烈岛_抢金币）_安全区复活点029	5	11	0	-1	47.3	-68.6	0	-1	-1	0	-1
211030	娱乐战场（火烈岛_抢金币）_安全区复活点030	5	11	0	-1	-51.2	79.2	0	-1	-1	0	-1
211031	娱乐战场（火烈岛_抢金币）_安全区复活点031	5	11	0	-1	67.08	4.33	0	-1	-1	0	-1
211032	娱乐战场（火烈岛_抢金币）_安全区复活点032	5	11	0	-1	-106.2	25.5	0	-1	-1	0	-1
211033	娱乐战场（火烈岛_抢金币）_安全区复活点033	5	11	0	-1	50.1	-6.5	0	-1	-1	0	-1
211034	娱乐战场（火烈岛_抢金币）_安全区复活点034	5	11	0	-1	113	23.9	0	-1	-1	0	-1
211035	娱乐战场（火烈岛_抢金币）_安全区复活点035	5	11	0	-1	42.6	-39.46	0	-1	-1	0	-1
211036	娱乐战场（火烈岛_抢金币）_安全区复活点036	5	11	0	-1	74.2	-43.4	0	-1	-1	0	-1
211037	娱乐战场（火烈岛_抢金币）_安全区复活点037	5	11	0	-1	23.3	-5.3	0	-1	-1	0	-1
211038	娱乐战场（火烈岛_抢金币）_安全区复活点038	5	11	0	-1	42.7	80.1	0	-1	-1	0	-1
211039	娱乐战场（火烈岛_抢金币）_安全区复活点039	5	11	0	-1	122.6	-7.5	0	-1	-1	0	-1
211040	娱乐战场（火烈岛_抢金币）_安全区复活点040	5	11	0	-1	115.9	-24.5	0	-1	-1	0	-1
211041	娱乐战场（火烈岛_抢金币）_安全区复活点041	5	11	0	-1	106.1	32.1	0	-1	-1	0	-1
212001	娱乐战场（火烈岛_抢金币）_木桩NPC_画画1	5	6	5	206023	91.7	25.5	3.4	-1	-1	0	-1
212002	娱乐战场（火烈岛_抢金币）_木桩NPC_画画2	5	6	5	206023	71	62	-53	-1	-1	0	-1
212003	娱乐战场（火烈岛_抢金币）_木桩NPC_画画3	5	6	5	206023	-9.87	105	82	-1	-1	0	-1
212005	娱乐战场（火烈岛_抢金币）_木桩NPC_画画5	5	6	5	206023	2.1	36	156	-1	-1	0	-1
212006	娱乐战场（火烈岛_抢金币）_木桩NPC_画画6	5	6	5	206023	80.8	-52	-71	-1	-1	0	-1
#212007	娱乐战场（火烈岛_抢金币）_木桩NPC_画画7	5	6	5	206023	-116	7.5	93.6	-1	-1	0	-1
212008	娱乐战场（火烈岛_抢金币）_北区画画四人组1	5	6	7	206006	-55	47.4	166	-1	-1	0	11
212010	娱乐战场（火烈岛_抢金币）_木桩NPC_沉思者2	5	6	5	206022	-68	42.9	128.6	-1	-1	0	-1
212011	娱乐战场（火烈岛_抢金币）_木桩NPC_沉思者3	5	6	5	206022	0.9	-41.68	124	-1	-1	0	-1
212013	娱乐战场（火烈岛_抢金币）_木桩NPC_聊天1-1	5	6	6	206007	33.68	61.28	60	-1	-1	0	4
212014	娱乐战场（火烈岛_抢金币）_木桩NPC_聊天2-1	5	6	6	206007	-89.3	55	87.7	-1	-1	0	5
212015	娱乐战场（火烈岛_抢金币）_木桩NPC_聊天3-1	5	6	8	206007	14.36	-3.37	141.4	-1	-1	0	1
212016	娱乐战场（火烈岛_抢金币）_木桩NPC_玩手机A1	5	6	5	206005	-81.3	-40.8	-19	-1	-1	0	8
212018	娱乐战场（火烈岛_抢金币）_木桩NPC_玩手机A3	5	6	8	206005	12.2	-6.5	116.6	-1	-1	0	1
212019	娱乐战场（火烈岛_抢金币）_木桩NPC_玩手机B1	5	6	5	206024	-78	-4	165	-1	-1	0	-1
212020	娱乐战场（火烈岛_抢金币）_木桩NPC_玩手机B2	5	6	5	206024	64.4	10.5	0	-1	-1	0	-1
212022	娱乐战场（火烈岛_抢金币）_木桩NPC_吃鸡2	5	6	5	206025	25	-85.5	0	-1	-1	0	-1
212023	娱乐战场（火烈岛_抢金币）_木桩NPC_吃鸡3	5	6	8	206011	22	-9	-64	-1	-1	0	1
212025	娱乐战场（火烈岛_抢金币）_木桩NPC_吃饭2	5	6	5	206026	-62.2	-17	-26	-1	-1	0	-1
212026	娱乐战场（火烈岛_抢金币）_木桩NPC_吃饭3	5	6	5	206026	-74	6	141	-1	-1	0	-1
212027	娱乐战场（火烈岛_抢金币）_木桩NPC_吃饭4	5	6	5	206015	21	-5	-97.5	-1	-1	0	1
212028	娱乐战场（火烈岛_抢金币）_木桩NPC_打扑克1	5	6	7	206012	19.3	9	0	-1	-1	0	3
212029	娱乐战场（火烈岛_抢金币）_木桩NPC_打扑克2	5	6	7	206013	16.7	5.9	0	-1	-1	0	3
212030	娱乐战场（火烈岛_抢金币）_木桩NPC_打扑克3	5	6	7	206014	15	8.7	0	-1	-1	0	3
212031	娱乐战场（火烈岛_抢金币）_木桩NPC_喝酒A1	5	6	6	206009	-52.7	-18.92	0	-1	-1	0	9
212032	娱乐战场（火烈岛_抢金币）_木桩NPC_喝酒A2	5	6	7	206009	-57.2	-14.52	92	-1	-1	0	9
212033	娱乐战场（火烈岛_抢金币）_木桩NPC_喝酒A3	5	6	8	206009	18.3	-14.2	-78.3	-1	-1	0	1
212034	娱乐战场（火烈岛_抢金币）_木桩NPC_喝酒B1	5	6	7	206010	-49	-12.2	-106	-1	-1	0	9
212035	娱乐战场（火烈岛_抢金币）_木桩NPC_喝酒B2	5	6	8	206010	12.6	-11.3	124.2	-1	-1	0	1
212036	娱乐战场（火烈岛_抢金币）_木桩NPC_下棋1	5	6	7	206002	48.23	-81.23	86	-1	-1	0	2
212037	娱乐战场（火烈岛_抢金币）_木桩NPC_下棋2	5	6	7	206003	45.33	-77.53	76.7	-1	-1	0	2
212038	娱乐战场（火烈岛_抢金币）_木桩NPC_下棋3	5	6	7	206004	47.83	-76.33	84	-1	-1	0	2
212039	娱乐战场（火烈岛_抢金币）_木桩NPC_聊天1-2	5	6	6	206016	32.63	64.18	60	-1	-1	0	4
212040	娱乐战场（火烈岛_抢金币）_木桩NPC_聊天2-2	5	6	6	206016	88.98	58.2	87.7	-1	-1	0	5
212041	娱乐战场（火烈岛_抢金币）_木桩NPC_聊天3-2	5	6	8	206016	17	-0.185	141.4	-1	-1	0	1
212042	火烈岛北区七人众，手机	5	6	8	206005	-99.34	5.59	116.6	-1	-1	0	6
212043	火烈岛北区七人众，聊天1	5	6	8	206007	-97.14	8.69	141.4	-1	-1	0	6
212044	火烈岛北区七人众，聊天2	5	6	8	206016	-94.54	11.89	141.4	-1	-1	0	6
212045	火烈岛北区七人众，吃肉	5	6	8	206015	-90.54	7.09	-97.5	-1	-1	0	6
212046	火烈岛北区七人众，吃鸡	5	6	8	206011	-89.54	3.09	-64	-1	-1	0	6
212047	火烈岛北区七人众，喝酒1	5	6	8	206009	-98.94	0.79	124.2	-1	-1	0	6
212048	火烈岛北区七人众，喝酒2	5	6	8	206010	-93.24	-2.11	-78.3	-1	-1	0	6
212049	火烈岛北区五人众手机	5	6	7	206005	-107.41	28.69	116.6	-1	-1	0	7
212050	火烈岛北区五人众吃肉	5	6	7	206015	-97.84	27.37	-64	-1	-1	0	7
212051	火烈岛北区五人众吃鸡	5	6	7	206011	-100.4	31.39	-145.2	-1	-1	0	7
212052	火烈岛北区五人众喝酒1	5	6	7	206009	-107	23.9	124.2	-1	-1	0	7
212053	火烈岛北区五人众喝酒2	5	6	7	206010	-101.3	21	-78.3	-1	-1	0	7
212054	娱乐战场（火烈岛_抢金币）_木桩NPC_玩手机B3（和A1同组）	5	6	5	206008	-80.73	-45.43	176.54	-1	-1	0	8
212055	娱乐战场（火烈岛_抢金币）_木桩NPC_喝酒A1	5	6	5	206009	-53.85	-5.9	56.98	-1	-1	0	10
212056	娱乐战场（火烈岛_抢金币）_木桩NPC_喝酒B1	5	6	5	206010	-49.35	-4.11	-106	-1	-1	0	10
212057	北区画画四人组2	5	6	7	206006	-57.94	42.2	58.2	-1	-1	0	11
212058	北区画画四人组3	5	6	7	206006	-53.83	40	-32.38	-1	-1	0	11
212059	北区画画四人组4	5	6	7	206006	-51.61	44.29	-94.3	-1	-1	0	11
212060	西区西下棋3人组B1	5	6	7	206002	56	-69.7	-119.65	-1	-1	0	12
212061	西区西下棋3人组B2	5	6	7	206003	60.1	-71.8	-128.95	-1	-1	0	12
212062	西区西下棋3人组B3	5	6	7	206004	58.4	-73.97	-121.65	-1	-1	0	12
212063	西区手机2人组1	5	6	6	206005	75.5	-14	-94	-1	-1	0	13
212064	西区手机2人组2	5	6	6	206008	71.86	-15.49	59.25	-1	-1	0	13
212065	火烈岛东区五人众手机A	5	6	7	206005	41.62	59.74	60	-1	-1	0	14
212066	火烈岛东区五人众手机B	5	6	7	206008	43.24	64.62	115.89	-1	-1	0	14
212067	火烈岛东区五人众手机A	5	6	7	206005	47.45	64.41	-158.45	-1	-1	0	14
212068	火烈岛东区五人众手机B	5	6	7	206008	49.43	59.96	-57.78	-1	-1	0	14
212069	火烈岛东区五人众手机A	5	6	7	206005	45.85	57.07	-10.3	-1	-1	0	14
212070	火烈岛东区2人组手机A	5	6	6	206005	-3	108.3	-120.7	-1	-1	0	15
212071	火烈岛东区2人组手机B	5	6	6	206008	-1	109.9	38.95	-1	-1	0	15
212072	北区磁铁buff-画画	5	6	6	206017	-93.83	-25.8	-108.7	-1	-1	0	-1
212073	北区恢复buff-吃鸡	5	6	6	206018	-74.31	74.85	-46.5	-1	-1	0	-1
212074	西区加攻buff-喝酒	5	6	6	206020	25.93	-77.3	144.1	-1	-1	0	-1
212075	西区恢复buff-吃鸡	5	6	6	206018	66.75	-4.89	64.6	-1	-1	0	-1
212076	南区加速buff-玩手机	5	6	6	206019	110	-7.92	-114	-1	-1	0	-1
212077	南区cdbuff-沉思	5	6	6	206021	113	2.2	-8.5	-1	-1	0	-1
212078	东区加速buff-玩手机	5	6	6	206019	7.56	74.87	-162	-1	-1	0	-1
212079	东区加攻buff-喝酒	5	6	6	206020	36.3	99.7	0	-1	-1	0	-1
300001	天赋测试_出生点01	6	1	0	10001	0	0	0	-1	-1	1	-1
